Review_Date,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
04/17/2016,Apollofirst Boutique Hotel,United Kingdom,Rather noisy intermittently plumbing problem when I told staff on my departure they were unaware of the problem and thanked me for pointing it out and would investigate,Generally clean comfortable and convenient with friendly helpful staff Good shower and lovely toiletries Hotel has a small theatre unfortunately nothing playing during my stay,8.8,2,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ']",473 day
01/16/2016,Hilton Amsterdam,Hong Kong,Bathroom clean but not up to date for 5 star hotel,Service and location,8.3,11,"[' Business trip ', ' Solo traveler ', ' King Deluxe Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",565 day
01/28/2017,Apollo Hotel Amsterdam,Spain,Rooms are in need for some maintenance mattress was lumpy,Location is great for moving around the city and getting to the airport,6.7,35,"[' Leisure trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",187 day
02/12/2016,Catalonia Catedral,United Kingdom,No Negative,This was one of the best hotels we have ever stayed in The hotel staff were very helpful and friendly with them giving us recommendations of where we could eat The room was very clean and comfortable The food in the hotel restaurant was excellent Would most defiantly recommend,10,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",538 day
05/21/2017,Element Amsterdam,United Kingdom,Everything was good,Bed very comfy,7.5,1,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",74 days
10/10/2016,Axel Hotel Barcelona Urban Spa Adults Only,United Kingdom,No Negative,Lovely friendly helpful staff really warm and welcoming,9.6,18,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",297 day
04/10/2017,Urban Lodge Hotel,United Kingdom,I was annoyed to discover that two bills we paid were converted into GBP and not paid in EUR The receipts show Cardholder has chosen to pay in GBP We were NOT asked and we did not agree to pay in GBP,No Positive,7.5,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",115 day
05/02/2017,Urban Lodge Hotel,Australia,The distance between station and Hotel,Comfortable to stay,9.2,13,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",93 days
11/03/2016,Novotel Wien City,Philippines,This hotel has a poor security a lady lost her purse while having breakfast at the buffet of the hotel restaurant I witness a street vendor being tolerated to peddle his goods roses etc to some guests at the hotel lobby We lost 5K plus euros in the safe of our room 514 No CCTV in the hallway of the hotel The management was not very cooperative to us Very disappointed,No Positive,5,15,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 3 nights ']",273 day
07/24/2016,The Levante Parliament A Design Hotel,Ireland,No Negative,rooms were very good as were the staff,8.3,4,"[' Business trip ', ' Group ', ' Superior Single Room ', ' Stayed 1 night ']",375 day
04/30/2017,Barcelona Princess,United Kingdom,The pools could have been a bit bigger and more variety for breakfast,The beds were very luxurious and comfy the shower was excellent and the sea view was amazing The guest service was very good a bottle of bubbly and birthday cake was left in our room for my daughters birthday a very nice touch,9.6,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ']",95 days
01/08/2017,Barcelona Princess,Finland,Sauna was odd as there was no dressing room and no bathropes offered,View from 19tth floor was great,9.6,19,"[' Leisure trip ', ' Couple ', ' Double or Twin Room with Sea View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",207 day
12/06/2016,Novotel Barcelona City,United Kingdom,A room upgrade would of been nice,The staff the hammam and the breakfast,9.6,1,"[' Leisure trip ', ' Couple ', ' Family Room with sofa bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",240 day
09/11/2015,Wilson Boutique Hotel,Turkey,No Negative,Location of the hotel 20 min walk to city centre but we booked on purpose Im glad we did really quiet neighborhood and many local restaurants and bars nearby Staff very helpful clean hotel,10,5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",692 day
07/26/2016,Fairmont Rey Juan Carlos I,United Arab Emirates,More staff required in restaurant facilities,Friendly accommodating staff,7.9,3,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ']",373 day
05/24/2017,Catalonia Atenas,United Kingdom,Pool was smaller than expected as pictures make it look bigger,View from the rooftop pool is spectacular You can see the sagrada Familia from the here Staff were also very polite and helpful when offering directions and also supplied us with a map and were happy to help and answer any questions regarding transport,7.9,4,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",71 days
06/06/2017,Catalonia Atenas,United Kingdom,Cold a c in the bar area,Brilliant breakfast buffet,9,3,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",58 days
04/25/2017,Tryp Barcelona Apolo Hotel,Canada,The streets around were very busy and noisy at night even until 6 am and it was difficult to get sleep Neighboring streets were reported to be unsafe to walk after dark,We loved the breakfast buffet fantastic value,8.8,3,"[' Leisure trip ', ' Couple ', ' Premium Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",100 day
06/22/2017,Gran Hotel Torre Catalunya,Germany,Keine funktionierende L ftung no air conditioner in the bathroom,No Positive,5.8,2,"[' Leisure trip ', ' Couple ', ' Suite 1 2 Adults with Spa Access ', ' Stayed 2 nights ']",42 days
11/03/2016,Melia Barcelona Sarri,Singapore,No bathtub TV too small,Room is spacious bed is comfortable,7.1,2,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",273 day
06/27/2017,Hotel SB Icaria Barcelona,New Zealand,A bit far away from main attractions but transport right outside door However the beach is close and gorgeous,Friendly staff Helpful with advice on getting around and good degree of comfort The pool and indoor outdoor dining ideal for weather conditions Like a mini resort,7.9,1,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",37 days
01/14/2017,Hotel SB Icaria Barcelona,United Kingdom,Slightly expensive for facilities included,Good modern hotel,7.1,5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",201 day
09/18/2016,Hotel Barcelona Universal,United Kingdom,room size and outlook,location,7.9,4,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",319 day
07/03/2017,Hotel Barcelona Center,United Kingdom,A little pricey and no breakfast included but loved this hotel,I loved this hotel The room was wonderful very clean spacious and classy with a lovely huge bathroom with two showers There was a safe and tea and coffee making facilities The location was perfect within walking distance of shops bars restaurants metro bus the Old Gothic Quarter the beach if you like to walk for 30 minutes or so and the shopping centre The hotel was so easy to get to from the airport on the metro and back to the airport at night by night bus Located in a beautiful area I would recommend this hotel,8.8,5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",31 days
05/05/2017,Olivia Balmes Hotel,United Kingdom,No Negative,Lovely room with massive comfy bed Very helpful friendly staff,9.2,4,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",90 days
08/08/2015,Catalonia Diagonal Centro,France,Hotel rooms are old fashioned and need toi be refurbished,The pool aera is renovated and very nice,7.1,13,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']",726 day
10/27/2015,Megaro Hotel,Iceland,The smell in the apartment it was not good as well as the heating system It did not work well and was very loud It would be good to add an drawer into the flat we where missing someting to put our cloth in,The size of the apartment,6.3,1,"[' Leisure trip ', ' Family with older children ', ' One Bedroom Apartment ', ' Stayed 3 nights ']",646 day
08/13/2015,Megaro Hotel,United Kingdom,No Negative,Staff very friendly and accommodating,10,1,"[' Leisure trip ', ' Family with young children ', ' One Bedroom Apartment ', ' Stayed 1 night ']",721 day
03/26/2017,Catalonia Plaza Catalunya,Russia,Neat clean freshly renovated rooms in an old nice authentic building good beds nice high windows with a little balconceto Friendly staff Good variety of food and breakfast,The location and hotel facilities are perfect Just 1 min from Catalunya Plaza,10,23,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",130 day
10/15/2016,Catalonia Plaza Catalunya,United States of America,No Negative,Charming welcoming beautiful We want to comeback,10,2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",292 day
07/31/2016,Hotel Regina,United States of America,had to wait for 2PM to get in the room after flying from the US Was hoping since they had our flights before hand we would have a room available but instead had to wait in the lobby until 2PM exhausted from the overnight flight,perfect location,10,3,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",368 day
04/05/2017,Hotel Pulitzer,United Kingdom,The shower is over the bath Standing in it for an older person was a high risk It needs a handle to hold on to and a non slip mat or surface to avoid falls,The clean linen,9.2,5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']",120 day
08/07/2016,Hotel Alimara,Luxembourg,Staff is simply horrible I complained client at the reception were complaining likewise for the breakfast Simply unacceptable for a 4 hotel Avoid it,Clean hotel,4.2,3,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",361 day
07/04/2017,Thistle Holborn The Kingsley,United Kingdom,No Negative,Lovely relaxing hotel location was brilliant,9.6,5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",30 days
03/21/2016,The Westbury A Luxury Collection Hotel Mayfair London,United Kingdom,Tea coffee making facilities would have been appreciated The room size was ok but a little on the small size,The bed was very comfortable the furnishings and decoration were of a good quality,9.2,8,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 1 night ']",500 day
06/09/2016,Petit Palace Boqueria Garden,Ireland,Lack of English channels on T V,Location was excellent and staff were very friendly and helpful Breakfast was fabulous with great selection of healthy options available Can t wait to go back,9.6,6,"[' Leisure trip ', ' Group ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",420 day
08/27/2015,Petit Palace Boqueria Garden,Ireland,No Negative,Great location and their is parking on the other side of Las Ramblas,10,14,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room 1 2 Adults ', ' Stayed 1 night ']",707 day
11/29/2015,Hotel ViennArt am Museumsquartier,Turkey,Room was very small,Location,8.8,12,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",613 day
05/29/2016,Crowne Plaza London Battersea,United Kingdom,No Negative,Staff extremely pleasant and very helpful,8.8,3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with River View ', ' Stayed 3 nights ']",431 day
03/25/2016,Amba Hotel Marble Arch,Guernsey,I m having to be picky as there was nothing that we didn t like The mini bar only had water and Coke it would be better if there was Lemonade or apple juice or something,Warm welcome was able to get straight into the room Had a free mini bar with a few snacks and drinks The bar were able to recommend cocktails for the evening based on what we liked Had a view of Bond Street below Our room was lovely had an iPad of you wanted to order anything for room service Bed was big and comfy Had a great night sleep Amazing spread for breakfast something for everyone Staff were so friendly at all times Kept our bags the next day while we went shopping Perfect location literally a 2 minute walk from Marble Arch station,9.6,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",496 day
09/11/2016,Amba Hotel Marble Arch,Qatar,There is mabe very few Points to dislike The looby need to be more luxurious marble instead of carpet,The bed the big rooms,9.2,3,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",326 day
12/06/2016,Taj 51 Buckingham Gate Suites and Residences,United Kingdom,No Negative,The Taj exceeded my expectations from the wonderful d cor to the equally wonderful staff This is so worth the money we will be back,10,2,"[' Leisure trip ', ' Couple ', ' Kings Junior Suite ', ' Stayed 2 nights ']",240 day
09/27/2016,Ohla Eixample,United Kingdom,Very little improvement required The only thing we thought was one morning breakfast service was not quite as perfect as the other mornings,The hotel which is stylish and modern is in a great location for sightseeing Staff were very helpful and service was very good Clean comfortable rooms Breakfast was really good Buffet style with a good choice and catered for all Swimming pool whilst small was the perfect temperature and the bar was perfect A great place to spend a few days,10,11,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",310 day
01/27/2017,TWO Hotel Barcelona by Axel 4 Sup Adults Only,Israel,No Negative,The room was just amazing I haven t seen anything like that for a long time The staff were very helpful in every aspect And the location is 2meters from Rocafort subway station from where you can get anywhere you want in the city,10,2,"[' Leisure trip ', ' Couple ', ' Double or Twin Ground Floor ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",188 day
05/29/2017,Hotel Best Western PLUS Alfa Aeropuerto,Malaysia,The only issue that I might have is that the hotel is situated quite a distance away from the main city centre of Barcelona However the public transport to and from the hotel is easily accessible The bus stop is literally just 30 metres or so from the hotel and a short walk of about 650m takes you to the metro subway station which connects to the main subway network The hotel staff at the main desk are ever willing to assist guests should you have any questions on the timings of the buses,The staff are very helpful and courteous The airport shuttle bus was clean punctual and very convenient No need to fuss about taxis etc Wi fi was fast and reliable Food served at the hotel cafe on the ground floor was reasonably priced and tasty There is a small convenience store just behind the main counter which makes it convenient to get your basic necessities and bites Overall I would say that my stay at the hotel was very pleasant and fuss free,9.6,6,"[' Business trip ', ' Solo traveler ', ' Twin Room with Free Airport Shuttle Service from 5 00am to 00 30am ', ' Stayed 6 nights ']",66 days
11/10/2015,Hotel Best Western PLUS Alfa Aeropuerto,Canada,No Negative,Location and free shuttle to the airport,7.5,16,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",632 day
03/17/2017,Hotel Barcelona Catedral,United Kingdom,Heated pool,Everything was first class,10,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",139 day
10/28/2015,Arenas Atiram Hotels,Portugal,No Negative,Really closed to the place we wanted to go Good access,6.7,8,"[' Leisure trip ', ' Couple ', ' Twin Room 1 2 people ', ' Stayed 1 night ']",645 day
12/30/2016,Holiday Inn London Regent s Park,United Kingdom,Bathroom very cramped,Breakfast good staff friendly and hpgil,8.3,11,"[' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",216 day
05/21/2016,Senator Barcelona Spa Hotel,United Kingdom,Everything was great for our stay at the Senator,Really nice stay everyone pleasant and helpful wish we had had more time to make extra use of the spa facilities great to get to from the airport on the new Metro line and easy to travel to all other location in Barcelona on the Metro network And of course it couldn t be any better situated for a visit to Barcelona football club,10,4,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 3 nights ']",439 day
02/16/2017,Thistle Euston,United Kingdom,Small rooms building work going on outside and to the property but was still given a room right next to it all awful management of rooms and to be told their were more rooms available when checking out is unreal Will be emailing hotel and visa for a refund awful rooms this is why I don t stay as poor brand hotels only reason Was due to location of my appointments they take advantage of the location and charge you much much better hotel prices for a shoe box outdated rooms would never Reccomended or stay again Especially when your basic need of sleeps disturbed especially when you ve been at work since 5 30am,No Positive,3.8,2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",168 day
01/26/2017,Thistle Euston,United Kingdom,No Negative,Bed comfortable and room quiet,8.3,3,"[' Solo traveler ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",189 day
09/17/2015,Thistle Euston,Ukraine,The carpet after my bed was not so clean,Very friendly staff Excellent location 2 Tube Stations are very close,8.3,1,"[' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",686 day
08/08/2016,Gran Hotel La Florida,Spain,No toorhpaste toothbrushes or shaver in the room Only 2 robes we were 3 Air conditioning did not work and nobody could fix it It is funny because Is a 5 stars GL,Hotel Is very nice,6.3,2,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 2 Children ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",360 day
11/09/2016,Ayre Hotel Caspe,Ireland,No Negative,Clean and comfortable Well stocked Helpful staff,8.3,5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",267 day
03/15/2017,Doubletree By Hilton London Greenwich,United Kingdom,Only one of our rooms were registered and we had to wait quite a while whilst it was sorted out we felt anxious and stressed after a long journey At breakfast we were told we were not booked in for breakfast and the waiter had to leave us to go and check which was highly embarrassing He made a joke of it but we were still embarrassed as we didn t know what was going on Thank goodness we had the emails on my phone and had taken the paperwork,The hotel was really lovely and the reception staff very nice,10,2,"[' Leisure trip ', ' Group ', ' Queen Guest Room ', ' Stayed 2 nights ']",141 day
08/09/2016,Doubletree By Hilton London Greenwich,United Kingdom,They charge way too much for a small dog to stay 50,Liked everything else,10,4,"[' Leisure trip ', ' Couple ', ' Twin Guest Room ', ' Stayed 1 night ']",359 day
02/06/2016,The Chelsea Harbour Hotel,United Kingdom,Bit of a hoof or taxi ride to anywhere else More than usually overpriced minibar Waiting staff at once assiduous and neglectful,Excellent rooms with view of marina river and heliport beyond Good gym and leisure club,8.3,42,"[' Leisure trip ', ' Couple ', ' River Double Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",544 day
05/21/2017,U232 Hotel,Switzerland,The only negative point if I have to mention something is the noisy avenue in front of the hotel I did not mind but somebody might,The staff was extremely polite can t remember the name of the guy and his colleague who received us but I would like to make a point of their politeness and excellent professionalism Their shift was Friday 19th of may 2017 at 17 30 they were at the reception,9.2,6,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",74 days
08/10/2016,Pestana Arena Barcelona,United Kingdom,No tea coffee in room,No Positive,7.1,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",358 day
05/18/2017,Holiday Inn London Bloomsbury,Lebanon,i was not too impressed with cleanliness the bathroom sink was a little clogged and didn t look too clean I was also offered the choice between an inward looking and an outside looking room I was under the impression that there was an inner courtyard or garden so I opted for the inward room To my disappointment there was no view no greenery,location To be honest I wanted a place near my workshop and this was a short walking distance I didn t use the hotel facilities and just slept in the room so I can t say a lot,7.1,1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",77 days
05/08/2017,Holiday Inn London Bloomsbury,United Kingdom,No Negative,Excellent location clean and comfortable and excellent breakfast,9.6,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",87 days
02/02/2016,Holiday Inn London Bloomsbury,United Kingdom,No Negative,Convenient location lovely clean hotel and friendly staff,10,16,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",548 day
01/30/2016,Worldhotel Cristoforo Colombo,New Zealand,My room was dark I would like to stay in during the day for that reason but good to sleep in There were works taking place in the hotel which detracted from the experience somewhat,A perfectly comfy hotel in a good location I liked it Good bed and bathroom,8.8,24,"[' Leisure trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",551 day
03/13/2016,IH Hotels Milano Puccini,Turkey,No Negative,All friendly staff perfect location good price,7.5,34,"[' Business trip ', ' Solo traveler ', ' Double Room with French Bed ', ' Stayed 4 nights ']",508 day
08/11/2016,Palazzo Parigi Hotel Grand Spa Milano,Kuwait,No Negative,very very friendly staff amazing location delicious food the court yard was just the perfect place to relax and sip coffee,9.6,13,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",357 day
07/17/2016,Hotel Romana Residence,Malta,The classic furnishing,No Positive,7.1,14,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",382 day
10/26/2016,Carlyle Brera Hotel,United Kingdom,Have to walk fifteen minutes or jump metro to the cathedral square,Great hotel would book again,10,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",281 day
03/07/2017,Qualys Hotel Nasco,United Kingdom,Our room was at the front of the property which overlooked a busy road The street noise from cars trams was unbearable all evening going on until around 1 30 2am and starting again around 5 30am we struggled to sleep which really affected our trip The bathroom was very worn and in need of updated so it didnt feel very clean The bed was very uncomfortable and general bedroom area was also very worn I would not say that this hotel is 4 it is in desperate need of updating There are a couple of restaurants in the area but I wouldn t recommend the location to travellers I raised this with the hotel on our return home who offered us a free night not very useful for us as we won t be returning to Milan having visited already,The hotel staff were brilliant very helpful and recommended a couple of brilliant restaurants nearby Drinks in the bar were quite expensive but the bartender was very polite,5,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",149 day
07/17/2017,NH Collection Barcelona Constanza,Romania,They didn t mention anything that the parking is not included in the price and when we left they told us about that The girl at the reception realized it was not ok to ask money for that since there was no mentioning about it so they covered for it Also we paid the breakfast the day we checked in and every morning we had to wait at the restaurant because they didnt see our reservation,The hotel is nice and clean the stuff is professional The location is central there is a mall just near it streets with restaurants,8.8,5,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",17 days
09/26/2016,NH Collection Amsterdam Grand Hotel Krasnapolsky,United Kingdom,Concierge didn t do his job and then persisted to try get me and my friend out of the hotel early Although having the presidential suite really didn t feel like the treatment He made me feel like scum and like I didn t belong,Nearly everything was great,7.5,1,"[' Leisure trip ', ' Group ', ' Presidential suite with view terrace ', ' Stayed 1 night ', ' Submitted from a mobile device ']",311 day
01/11/2017,NH Collection Amsterdam Grand Hotel Krasnapolsky,United Kingdom,Modern decor for such an old classic hotel,Bar staff excellent in making a proper champagne cocktail,8.8,3,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",204 day
05/08/2017,Park Plaza Victoria Amsterdam,United Kingdom,When booked it said breakfast included arrived no brekfeast Cost of room per night used a bottle of water got 5euro bill Very upset over cost but no frills,Bed was comfy excellent view from room,7.5,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",87 days
12/08/2015,Park Plaza Victoria Amsterdam,United States of America,I secured my room via Booking there was a box available to check if I desired a quiet room What this really means is you will be placed in the old wing of the hotel Yes it s quiet but it is also greatly in need of refurbishing Definitely not worth 150 200 per nite,Location is ideal as its directly across from the train station central metro Staff is friendly Facility is clean,6.3,1,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",604 day
08/31/2016,Park Plaza Victoria Amsterdam,Australia,No Negative,Convenient to train station which was a primary reason for choosing the hotel given it was a transit stop,7.5,27,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ']",337 day
08/13/2015,Park Plaza Victoria Amsterdam,United Arab Emirates,No Negative,The location is unbeatable as it s smack opposite the train station and located at the start of Damrak,7.9,19,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",721 day
07/21/2017,Swiss tel Amsterdam,Kenya,No Negative,perfect location to hang around the streets of Central Amsterdam Very close to the train station Very good breakfast,9.6,5,"[' Leisure trip ', ' Couple ', ' Premium Double or Twin Room ', ' Stayed 1 night ']",13 days
08/16/2015,Swiss tel Amsterdam,Kuwait,No Negative,Everything about the hotel is awesome and the most imporatnt thing is the location of the hotel is exactly in the Dam highly recommended,8.3,6,"[' Leisure trip ', ' Family with older children ', ' Premium Double or Twin Room ', ' Stayed 17 nights ', ' Submitted from a mobile device ']",718 day
02/23/2017,Jaz Amsterdam,United Kingdom,One small niggle was that the sound system that came with the room you connect your mobile device to it to stream your music was difficult to work We rang for a technician to come and work it out for us and he wasn t sure but got there in the end,Everything seemed pretty much spot on the staff were so friendly and couldn t do enough to helpp so so attentive friendly and polite My absolute highlight of the stay was the mini pancakes that came with breakfast Unbelievable Although it s not centrally located it s really easy to get to 2 stops on the train to the airport or 20 mins to the centre of town on the tram Station is a 5 10 minute walk away,9.6,3,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 2 nights ']",161 day
05/25/2017,Jaz Amsterdam,Spain,System to open the doors with mobile phone didn t work,Location near the stadium,7.5,13,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 2 nights ']",70 days
08/02/2017,Best Western Premier Hotel Couture,Ireland,Having to leave,Rooms very clean and the bed was so big and comfortable Air conditioning Quiet Room made up very quickly each day Big room and large bathroom with lovely fresh towels each day Hired bikes which were great for getting around,9.6,7,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1 days
07/08/2016,Best Western Premier Hotel Couture,Norway,Two things I didn t like although minor issues 1 That a hotel representative tries to charge you in your own currency instead of the local currency in some desperate search for profits through an extremely bad exchange rate for the customer 2 That a hotel informs you that they have a special arrangement with a taxi company with a fixed rate of 35 EUR and that the taxi driver charges 46 EUR while the taxi that brought us from the airport to the hotel the night before charged 28 EUR,We do like Amsterdam and spent a very nice morning there in the Rijksmuseum area in a transfer to another destination,7.5,16,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ']",391 day
05/27/2017,Best Western Premier Hotel Couture,Australia,Nil,Food very good Location for getting around Amsterdam good Well appointed rooms size very good,9.6,2,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",68 days
05/12/2016,Best Western Premier Hotel Couture,United States of America,No Negative,The room was very modern and spacious It was quiet and we loved that they had air conditioning since it was quite warm when we were in Amsterdam,8.8,1,"[' Leisure trip ', ' Group ', ' Standard Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",448 day
11/21/2016,Mercure Vienna First,Canada,There was no hot water coming out of the shower on my first night,Staff are really friendly and helpful,8.3,1,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",255 day
08/23/2016,Bilderberg Garden Hotel,United Kingdom,No Negative,Very helpful friendly staff,9.2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",345 day
10/02/2016,Eurostars Cristal Palace,Cyprus,No swimming pool,Very good location Helpful staff Room was quiet Good breakfast Good WiFi connection Safe in the room,8.3,1,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",305 day
08/06/2016,Petit Palace Museum,Iran,the brekfast,the staff and location,8.8,5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ']",362 day
10/16/2016,Melia Vienna,Australia,No Negative,The bed was very comfortable It had the most beautiful views It was within walking distance to the conference center and the railway station and bus stops The architecture was fantastic The lifts were fast,9.6,8,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 5 nights ']",291 day
12/23/2016,Graben Hotel,Australia,No Negative,Staff were very friendly,8.3,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",223 day
12/31/2015,Grand Hotel Downtown,United Kingdom,No in house bar,No Positive,9.6,1,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",581 day
